X,Y,Z,Red,Green,Blue
412437.31491,4265861.19981,2168.90677,73,68,36
412437.93215,4265862.26959,2171.62585,96,67,51
412441.44322,4265863.28656,2172.22597,205,204,200
412442.11243,4265863.36311,2171.87593,191,200,199
412441.99757,4265863.26541,2171.85888,206,208,203
412437.52860,4265863.42529,2171.33069,29,11,9
412437.44989,4265863.00814,2170.98442,99,90,85
412437.51386,4265862.98515,2170.35809,157,161,162
412438.77035,4265862.94019,2169.48080,18,14,11
412439.51791,4265863.07878,2169.36748,75,58,50
412437.48754,4265862.39854,2169.05135,117,106,102
412437.09927,4265861.32605,2168.90045,74,72,49
412438.73312,4265862.65692,2171.94341,110,79,58
412438.10184,4265862.40836,2171.68665,104,73,52
412442.06599,4265863.24166,2171.36614,219,220,214
412437.32634,4265863.11543,2170.88558,87,70,54
412437.67029,4265862.96697,2170.78938,136,135,89
412437.59648,4265863.01657,2170.60884,92,91,86
412441.63721,4265863.33772,2170.66040,204,213,212
412437.62799,4265863.00360,2170.29053,155,159,158
412437.39258,4265862.93062,2169.70820,232,224,205
412437.40517,4265862.95643,2168.99024,49,48,46
412437.37787,4265862.75449,2168.82618,166,150,124
412441.50264,4265862.99684,2172.79573,39,24,19
412437.78455,4265863.05698,2171.29270,80,57,43
412437.39705,4265863.07006,2170.87421,21,15,17
412437.66099,4265862.86352,2169.86285,188,192,191
412437.59519,4265862.68400,2169.78465,67,49,45
412437.58130,4265862.97700,2169.37016,41,27,24
412439.39145,4265863.00034,2169.12859,82,74,71
412437.82649,4265863.00607,2171.03352,106,85,64
412437.48872,4265863.03728,2170.83833,186,190,189
412442.33595,4265863.27307,2170.60383,165,171,171
412439.20940,4265861.37873,2168.77998,73,73,73
412437.43520,4265862.87770,2171.36478,105,67,46
412437.47575,4265862.89139,2171.10455,81,74,68
412438.08901,4265862.41558,2170.63079,27,28,32
412440.31406,4265863.14363,2170.55613,45,55,57
412437.56337,4265861.89750,2168.90625,139,136,127
412439.92656,4265862.07885,2168.95145,169,165,156
412438.68611,4265862.77898,2171.92395,112,81,60
412437.45768,4265861.49795,2168.89626,76,74,49
412439.18073,4265861.07985,2168.61484,62,63,68
412440.31371,4265862.74988,2172.48889,71,48,42
412439.30474,4265862.86661,2172.18113,82,55,44
412437.47018,4265862.62151,2171.36529,174,133,103
412437.57810,4265863.02304,2170.58896,161,164,157
412436.07046,4265865.21079,2170.43211,62,51,45
412439.07998,4265862.69920,2170.45463,130,114,88
412439.17835,4265862.77123,2170.40702,155,161,161
412436.03675,4265865.21436,2170.07402,242,245,236
412438.62165,4265862.40435,2169.89162,22,14,12
412436.68833,4265865.26106,2169.53802,61,61,63
412437.16047,4265865.31838,2169.47626,49,47,48
412436.43438,4265865.23017,2169.51253,69,68,73
412436.36053,4265865.21615,2169.41516,60,54,54
412436.31747,4265865.21549,2169.38983,75,75,77
412436.64981,4265865.26951,2169.35193,66,62,63
412436.33033,4265865.18926,2169.34607,55,44,40
412436.49016,4265865.22998,2169.31400,68,68,70
412437.11277,4265865.33663,2169.26792,46,45,51
412436.21364,4265865.17844,2169.32400,61,50,46
412436.92767,4265865.29916,2169.07172,49,50,55
412439.34280,4265863.02088,2169.34432,134,107,96
412436.14660,4265865.16896,2169.02971,50,46,47
412436.51510,4265865.21214,2168.87720,55,58,65
412436.06457,4265865.14325,2168.83387,60,63,68
412438.33259,4265862.78510,2169.24805,19,14,11
412438.97680,4265862.55604,2169.20476,77,64,56
412436.34569,4265864.58631,2168.81599,82,81,79
412439.25826,4265862.46264,2169.05304,142,135,125
412439.30719,4265862.44814,2169.05494,133,129,120
412439.44187,4265862.41747,2169.02195,136,129,121
412439.43383,4265861.64845,2168.83411,151,152,147
412438.31115,4265861.52554,2168.91515,107,106,104
412438.58835,4265861.42167,2168.81697,114,113,118
412438.13943,4265861.14568,2168.75171,146,148,145
412438.00667,4265862.69028,2171.73074,120,92,78
412437.77613,4265862.99706,2171.05620,127,105,84
412439.29613,4265862.94792,2170.49464,158,164,162
412435.98627,4265865.24241,2170.31653,24,23,28
412439.44248,4265863.08269,2170.25669,182,191,190
412439.68872,4265863.12203,2170.12949,162,166,165
412435.98762,4265865.15226,2169.89953,217,202,169
412438.76800,4265862.64558,2170.04437,27,21,23
412437.05803,4265865.35242,2169.56886,54,53,51
412436.35793,4265865.21136,2169.51804,57,46,44
412436.03929,4265865.17898,2169.41318,77,75,76
412436.40229,4265865.22770,2169.31056,66,69,74
412436.85080,4265865.28642,2169.21518,42,43,48
412436.82858,4265865.28228,2169.14401,52,55,60
412436.02798,4265865.17964,2169.13424,73,74,76
412436.75334,4265865.23841,2169.06089,42,33,34
412436.66449,4265865.23964,2169.05678,29,27,30
412436.70753,4265865.24419,2169.01914,50,53,58
412436.92775,4265865.28728,2168.99313,35,36,41
412437.60523,4265862.50639,2169.46359,16,7,8
412439.17720,4265862.97662,2169.16071,139,121,111
412437.55414,4265862.60561,2169.20498,44,37,31
412436.67338,4265862.36087,2168.95531,89,90,94
412437.65980,4265861.48133,2168.92157,156,158,153
412439.46875,4265863.16239,2171.44460,178,182,181
412439.93410,4265863.18865,2171.44424,163,169,169
412439.82277,4265863.12188,2171.29089,192,201,200
412439.16652,4265862.68328,2170.95165,169,175,173
412439.78111,4265863.12542,2169.93104,189,195,195
412440.49265,4265863.18453,2169.90870,164,173,172
412437.51266,4265862.73227,2169.86669,168,172,171
412436.33507,4265865.21582,2169.45964,70,75,78
412436.34196,4265865.21550,2169.18604,57,44,38
412436.19889,4265865.19696,2169.03755,61,64,69
412439.01837,4265862.57199,2169.41168,98,82,59
412436.06766,4265865.17259,2168.91815,57,60,65
412439.06967,4265862.50695,2169.22613,87,70,63
412439.25938,4265862.07672,2168.93027,139,135,134
412436.92042,4265862.51865,2168.86610,190,188,149
412444.97580,4265861.35177,2168.88787,93,78,71
412437.79577,4265862.69044,2171.72869,65,65,73
412436.77852,4265862.53043,2171.32617,156,122,95
412437.56349,4265863.03846,2171.41810,96,64,43
412439.49493,4265863.13562,2171.34669,206,215,214
412439.37192,4265863.04728,2171.07634,178,184,182
412439.41590,4265863.10663,2170.61214,151,157,155
412439.34017,4265863.06007,2170.23852,187,196,195
412436.10656,4265865.18860,2169.51479,75,77,76
412436.41529,4265865.21482,2169.40027,56,45,41
412436.58706,4265865.25468,2169.12704,59,64,70
412437.39055,4265862.99852,2169.47673,46,31,26
412436.61509,4265865.27557,2169.03454,31,29,32
412437.37541,4265862.98537,2169.25918,32,22,20
412436.21365,4265864.00092,2168.84504,49,49,39
412438.68686,4265861.95528,2169.01103,65,57,55
412438.35878,4265861.90512,2168.86964,101,90,84
412439.16204,4265862.72395,2172.08919,97,68,52
412437.57818,4265862.97520,2170.85986,52,44,33
412436.10515,4265865.19749,2168.99519,53,47,49
412439.69432,4265862.73092,2169.30734,103,72,54
412439.55401,4265862.85885,2169.10520,17,22,26
412436.72696,4265862.42713,2168.95023,56,54,57
412436.61605,4265862.38884,2168.90494,16,10,10
412438.47271,4265861.27360,2168.78781,93,93,95
412436.59603,4265865.18700,2169.49628,72,63,58
412439.89179,4265862.28217,2169.10738,17,40,48
412436.84308,4265862.53881,2168.85359,40,34,34
412437.05060,4265861.49949,2168.85917,51,55,30
412437.97423,4265862.46151,2170.88376,14,10,11
412438.24378,4265862.99583,2170.88924,37,38,40
412436.11835,4265865.20064,2169.94018,84,68,55
412436.21597,4265865.16436,2169.76585,113,118,122
412439.72203,4265863.11133,2169.28822,211,193,173
412437.11233,4265862.57807,2171.30081,177,141,107
412439.12054,4265863.04193,2171.39251,166,170,169
412436.25391,4265865.15377,2169.78196,86,91,97
412439.08716,4265863.11564,2171.13412,31,29,32
412437.41552,4265862.81805,2169.17583,36,30,30
412442.48832,4265863.21497,2172.84348,62,22,12
412442.69015,4265863.03186,2171.87987,199,205,205
412440.69942,4265863.18292,2171.35137,198,199,191
412441.07419,4265863.16970,2171.27989,129,114,93
412443.43004,4265863.38703,2170.70132,181,190,189
412443.34525,4265863.36523,2170.68248,193,202,201
412439.60969,4265863.16998,2170.49624,194,200,200
412443.90499,4265863.41868,2170.02033,183,192,189
412444.61546,4265863.43890,2169.61032,163,156,146
412439.90240,4265863.07987,2169.50611,57,44,35
412443.69124,4265863.36310,2168.99806,138,123,102
412441.94820,4265863.22395,2172.86351,45,30,23
412441.13164,4265863.18025,2171.65458,207,217,218
412441.91720,4265863.20831,2172.92744,64,47,40
412439.80256,4265862.82329,2172.29328,123,88,66
412438.30279,4265862.59917,2171.76876,118,86,63
412442.34484,4265863.23721,2172.43162,80,81,85
412439.59699,4265863.11857,2171.50644,190,196,194
412440.44424,4265863.13604,2171.60676,164,170,168
412443.30003,4265863.35200,2170.81118,192,201,200
412439.03690,4265863.06653,2170.33652,34,34,36
412439.62989,4265863.10653,2171.60639,199,208,207
412439.24438,4265863.09186,2171.47270,204,213,212
412441.32885,4265863.22714,2170.39849,205,214,213
412441.59768,4265862.04387,2168.92888,119,110,81
412441.63107,4265863.10676,2172.85532,49,29,22
412442.83444,4265863.11582,2172.78281,87,42,21
412442.70062,4265863.34992,2171.01641,202,211,210
412440.05646,4265863.12134,2170.21883,69,55,42
412443.27565,4265863.38031,2170.09794,158,164,164
412443.08134,4265862.51590,2168.90017,47,51,28
412441.46699,4265861.73305,2168.92533,46,50,33
412438.29048,4265861.07550,2168.89248,111,110,108
412441.26403,4265863.28502,2171.85663,192,198,198
412442.75015,4265863.30702,2170.37499,199,208,207
412439.37562,4265863.05114,2169.42572,167,141,124
412440.10179,4265860.90215,2168.94873,102,98,97
412440.60369,4265863.25869,2170.08135,212,221,218
412441.50300,4265862.98370,2168.97860,147,144,129
412442.81433,4265863.29793,2170.69406,200,209,208
412443.88296,4265863.04333,2172.58052,31,22,25
412443.45435,4265863.40300,2171.31271,189,195,195
412445.26604,4265863.67861,2170.64377,28,32,33
412445.28992,4265863.55771,2170.59146,92,92,90
412443.84785,4265863.39575,2168.98870,136,118,106
412440.98327,4265863.13479,2169.11868,138,117,96
412439.96068,4265862.58457,2172.34723,64,43,38
412441.71443,4265863.11559,2172.29674,175,179,180
412440.45463,4265863.18010,2171.83933,179,181,178
412442.12873,4265863.38033,2172.76223,12,10,13
412444.65159,4265863.59585,2170.57440,28,29,33
412442.60094,4265863.33943,2170.02647,194,200,198
412441.42380,4265863.23021,2170.04305,190,192,187
412446.05432,4265863.57643,2169.61284,149,135,124
412446.08438,4265863.59919,2169.61071,124,111,102
412445.19840,4265863.46933,2169.45928,46,35,31
412439.44214,4265863.01339,2169.48601,147,142,136
412441.32561,4265863.06347,2169.19044,50,31,25
412441.47538,4265862.91620,2169.14695,120,62,42
412439.43924,4265862.99516,2169.42719,53,44,39
412439.32847,4265863.03173,2169.22858,55,47,44
412438.18609,4265859.09891,2168.91480,99,85,59
412440.61465,4265862.79579,2172.61017,105,73,58
412445.46867,4265863.21898,2171.85880,71,32,15
412445.81867,4265863.27539,2171.77141,77,35,21
412444.10316,4265863.39050,2169.97749,95,77,63
412440.88441,4265860.04007,2168.94848,96,93,76
412440.73656,4265859.97910,2168.94317,70,63,45
412442.56195,4265863.30313,2170.72697,196,200,199
412444.59999,4265862.25581,2168.92134,133,123,114
412439.32614,4265863.02517,2169.17411,131,120,114
412441.64366,4265860.89878,2168.92011,140,137,132
412440.01613,4265861.76233,2168.91323,124,116,113
412439.96416,4265861.52262,2168.91976,120,113,107
412439.61849,4265859.49445,2168.90270,45,38,28
412445.03762,4265863.47392,2169.57013,123,105,91
412439.45878,4265863.07879,2169.94510,162,170,172
412442.63069,4265863.24911,2169.19089,115,103,87
412439.39417,4265863.01739,2169.59181,118,104,91
412445.10305,4265862.09166,2168.96342,99,88,82
412441.57181,4265860.12357,2168.98175,128,124,121
412440.95895,4265863.16137,2169.77889,181,174,164
412439.05071,4265860.09873,2168.89897,105,97,74
412439.39703,4265860.11637,2168.93460,72,71,53
412439.80190,4265860.82703,2168.93889,124,117,109
412439.69201,4265863.12802,2171.34024,170,178,180
412435.99374,4265865.22762,2170.06736,49,56,64
412437.34070,4265865.06772,2169.73576,55,47,44
412436.01500,4265865.13940,2169.55654,74,61,55
412435.60820,4265865.13390,2169.48337,251,252,246
412437.02447,4265865.30714,2169.41067,61,57,58
412436.17581,4265865.19632,2169.36900,80,79,84
412436.41432,4265865.22092,2169.35634,57,43,40
412435.72785,4265865.12013,2169.37933,232,237,233
412435.75706,4265865.15252,2169.30649,104,85,70
412438.12397,4265862.91506,2169.63820,31,19,21
412435.80766,4265865.13004,2169.27841,228,229,223
412435.59137,4265865.06603,2169.21374,186,170,145
412435.77249,4265865.09618,2169.14928,220,189,161
412437.35314,4265863.12981,2169.47581,30,21,22
412436.40689,4265865.18994,2168.91139,56,48,45
412437.09684,4265865.30773,2168.81979,36,39,46
412436.19216,4265865.18291,2168.82770,51,51,53
412436.81136,4265864.97553,2168.71646,34,34,36
412435.73978,4265864.64792,2168.80701,75,66,57
412437.02671,4265862.58076,2171.35472,174,141,110
412437.51137,4265862.62095,2171.26365,155,125,89
412436.06409,4265865.21789,2169.98735,75,66,57
412435.77309,4265865.13184,2169.94691,197,179,141
412435.89996,4265865.14222,2169.42806,59,50,43
412436.33037,4265865.20484,2169.33323,61,46,39
412435.85052,4265865.17154,2169.22251,78,63,56
412437.67905,4265862.96496,2169.59032,101,80,63
412437.09695,4265865.30941,2169.11417,42,41,47
412436.02433,4265865.13919,2169.14272,73,74,76
412435.66231,4265865.11707,2169.08411,241,236,217
412436.70868,4265865.25011,2169.01814,50,53,58
412435.95377,4265865.13229,2169.00703,66,67,71
412436.30725,4265865.18951,2168.94511,58,61,66
412436.01263,4265865.13910,2168.90200,48,44,45
412436.09502,4265865.06607,2168.90370,46,44,47
412436.41810,4265865.28616,2168.83780,38,36,37
412435.64513,4265864.58634,2168.80788,171,177,141
412437.45924,4265862.94327,2168.99456,18,16,17
412436.93647,4265862.53877,2171.25328,132,87,64
412437.44433,4265862.64053,2171.27326,182,139,107
412437.46947,4265863.05393,2171.16862,137,125,113
412437.69955,4265863.01699,2170.95438,198,199,194
412437.61842,4265862.98764,2170.47866,161,163,162
412437.52148,4265862.64407,2169.86937,248,252,251
412437.40821,4265863.00937,2169.75934,36,32,31
412435.70566,4265865.15909,2169.41510,103,82,63
412436.25820,4265865.27429,2169.39865,60,52,49
412437.29777,4265863.11257,2169.66533,27,17,16
412436.45121,4265865.23099,2169.25708,53,47,51
412437.54180,4265862.59423,2169.65846,39,21,17
412436.26790,4265865.18771,2169.19009,67,71,74
412437.50766,4265862.98107,2169.47655,36,25,21
412435.73402,4265865.09426,2169.04577,238,221,195
412435.79345,4265865.11249,2169.00906,65,60,56
412436.06615,4265865.16502,2168.92014,57,60,65
412436.00866,4265865.11676,2168.80891,41,37,38
412437.40998,4265862.69543,2168.86230,31,27,28
412437.53892,4265862.25503,2168.87940,43,39,36
412436.70956,4265862.58995,2171.28375,123,120,127
412437.28441,4265862.57943,2171.25724,116,75,55
412436.68376,4265862.90902,2171.12085,86,59,38
412437.42873,4265862.96972,2171.08586,111,94,84
412435.84069,4265865.14581,2169.57961,61,54,48
412437.56843,4265862.99034,2169.83075,207,206,201
412435.64351,4265865.15082,2169.28580,193,177,154
412437.49629,4265862.95683,2169.63704,17,12,8
412437.34497,4265862.63885,2171.39376,145,108,89
412437.30598,4265862.55231,2171.37800,123,76,56
412435.83403,4265865.17518,2169.46974,248,251,242
412437.34590,4265863.52332,2169.57477,63,42,25
412437.36233,4265862.95804,2169.64367,39,24,21
412437.70870,4265863.04977,2169.54732,118,92,75
412437.06010,4265865.36592,2169.02266,36,34,37
412437.52653,4265862.97127,2169.27805,27,17,16
412437.36076,4265862.71100,2168.84818,137,129,93
412437.22766,4265862.52814,2168.85710,136,129,87
412437.47384,4265862.48535,2171.51626,103,68,49
412436.85289,4265862.71311,2171.32101,219,171,125
412437.84897,4265863.01323,2169.95314,129,107,83
412436.97082,4265865.31832,2169.63339,40,30,28
412437.81237,4265862.74867,2169.73925,85,61,51
412435.75954,4265865.13127,2169.21874,223,193,165
412437.66775,4265862.48721,2169.59740,85,62,56
412437.67755,4265862.63865,2169.51213,47,28,24
412436.97320,4265865.26939,2168.77333,23,22,27
412437.37287,4265863.35106,2169.83937,78,69,62
412435.92865,4265865.12303,2169.30385,61,52,47
412437.45492,4265862.94873,2169.17171,47,34,28
412437.28463,4265863.74001,2169.66507,40,26,23
412437.49900,4265862.24433,2168.93682,33,25,23
412437.41320,4265862.42682,2168.79621,182,172,136
412436.84851,4265865.36006,2169.56529,46,37,38
412437.26830,4265863.07062,2169.65187,30,18,18
412437.56816,4265862.94058,2169.93332,186,190,189
412443.30591,4265863.07633,2172.62898,93,46,28
412442.05623,4265863.24225,2172.41597,25,19,21
412441.81378,4265863.18902,2172.26975,171,149,126
412439.68999,4265863.10270,2171.72206,123,117,117
412437.78691,4265862.95126,2171.04403,154,128,101
412437.73750,4265862.97941,2170.95943,65,48,38
412437.74936,4265862.93274,2170.94242,169,149,122
412445.04318,4265863.45074,2171.31016,164,147,121
412437.71602,4265862.97023,2170.70173,54,40,27
412440.42016,4265863.15160,2170.12707,243,244,239
412448.85831,4265862.61810,2169.01586,64,67,36
412449.01954,4265861.87881,2169.01361,71,66,37
412449.12838,4265862.25414,2168.97503,77,73,46
412437.74402,4265862.98108,2169.76129,75,58,42
412437.30241,4265863.52790,2169.72780,46,37,32
412437.28985,4265863.13611,2169.69730,58,44,41
412445.07459,4265861.80146,2168.93735,140,123,113
412437.24676,4265863.97479,2169.55367,42,27,20
412443.22379,4265861.07293,2168.96157,82,74,51
412442.94396,4265861.54555,2168.94902,94,87,58
412440.06904,4265862.26939,2169.20949,105,64,34
412437.39219,4265862.93747,2169.45712,192,165,144
412439.96904,4265862.63615,2169.09508,18,35,45
412437.26517,4265863.95957,2169.37466,57,46,42
412437.93216,4265862.95239,2169.22766,195,200,196
412437.61354,4265862.94290,2169.25093,63,45,35
412437.35015,4265863.24211,2169.20706,58,41,33
412437.34750,4265863.18975,2169.18987,38,21,14
412439.18892,4265861.93457,2168.88271,180,175,169
412437.73190,4265862.43838,2169.03455,52,48,49
412438.95942,4265860.96109,2168.89238,178,173,169
412438.89703,4265860.98501,2168.86174,81,81,83
412436.64590,4265862.37548,2169.13058,33,16,8
412436.97901,4265863.59610,2168.85435,23,22,18
412436.78186,4265863.47198,2168.82517,87,83,45
412437.18149,4265861.32818,2168.87386,121,109,69
412436.13087,4265862.99743,2168.85021,198,184,145
412436.58967,4265861.45572,2168.85491,85,69,36
412435.32686,4265860.68147,2168.85854,134,108,73
412434.52343,4265861.85859,2168.87121,166,157,128
412434.45334,4265861.27386,2168.85762,128,105,64
412443.15360,4265863.31586,2172.65040,96,39,19
412437.69018,4265862.47034,2171.62296,151,111,76
412443.90029,4265863.23438,2172.37090,124,59,27
412441.49276,4265863.25718,2169.68213,49,35,24
412436.61844,4265863.05026,2171.11200,82,55,36
412439.76318,4265863.09854,2170.68909,192,194,191
412441.05149,4265863.23678,2170.20460,94,84,82
412439.33605,4265863.02536,2169.67574,35,27,24
412446.60180,4265862.81295,2169.06623,173,160,151
412437.25015,4265863.02220,2169.71403,28,19,20
412445.49934,4265862.30424,2168.91395,149,135,124
412437.22621,4265864.02024,2169.62456,42,25,18
412443.74545,4265862.78800,2168.97644,57,26,24
412440.45930,4265861.67201,2168.93477,163,158,152
412437.77425,4265862.94310,2169.21195,45,31,22
412438.64622,4265861.77457,2168.89143,172,168,165
412437.22883,4265863.42329,2168.95168,43,30,24
412437.21279,4265864.32659,2168.87989,14,10,11
412436.62346,4265862.33466,2169.12172,53,42,40
412436.61817,4265862.43680,2169.08176,31,17,17
412437.42677,4265862.43424,2168.88650,34,26,24
412437.36170,4265862.33577,2168.86338,154,143,111
412437.42053,4265861.56556,2168.87458,100,92,56
412436.09308,4265863.62742,2168.85508,208,193,160
412436.85726,4265861.71386,2168.84362,148,133,94
412435.37934,4265861.54763,2168.86814,106,83,52
412434.30149,4265860.78158,2168.86331,201,182,149
412434.42550,4265860.39592,2168.88119,219,200,167
412442.53219,4265863.58769,2173.36648,221,234,243
412438.23481,4265862.60696,2171.78126,152,108,71
412443.97342,4265863.29248,2172.52522,90,43,25
412437.31376,4265862.98326,2171.09249,94,67,46
412437.78989,4265862.97631,2170.79247,165,150,109
412444.52710,4265861.89579,2168.91922,181,167,156
412444.29675,4265861.54270,2168.92001,163,146,138
412440.53107,4265861.08202,2168.90657,164,159,156
412438.62763,4265861.99129,2168.87789,194,184,175
412437.27190,4265863.68886,2168.96295,46,33,25
412436.57520,4265862.41684,2169.08863,26,17,10
412436.90700,4265863.65578,2168.88489,17,15,16
412436.89199,4265863.69940,2168.81835,135,126,87
412436.32205,4265863.30597,2168.85882,202,184,144
412436.22667,4265861.04802,2168.86460,129,103,68
412435.30611,4265860.61065,2168.87133,98,79,49
412442.56087,4265863.87261,2173.39740,220,234,245
412442.74778,4265863.09024,2172.76435,133,67,32
412436.64347,4265862.89159,2171.10873,96,65,45
412438.98796,4265863.02987,2171.16199,43,34,35
412440.09215,4265863.10659,2170.23441,122,97,77
412444.66540,4265861.01856,2168.93278,165,154,148
412437.33276,4265863.93229,2169.32831,42,25,18
412437.23781,4265863.97814,2169.31987,53,42,38
412440.43725,4265861.36354,2168.90366,156,148,146
412437.38587,4265861.27952,2168.89554,121,107,70
412436.68525,4265861.83045,2168.86459,172,156,122
412436.98925,4265860.83149,2168.86549,102,82,58
412435.15391,4265862.13258,2168.85513,174,161,129
412442.51797,4265863.72579,2173.50569,60,60,70
412445.43555,4265862.39163,2169.33123,77,79,57
412437.31612,4265863.19133,2169.48047,59,42,32
412437.28960,4265863.60868,2169.18075,58,43,36
412436.29289,4265862.65755,2168.93769,50,31,14
412434.97154,4265861.05353,2168.87046,120,106,69
412447.07788,4265863.40383,2171.16931,154,145,140
412437.29402,4265863.46989,2169.56980,63,42,25
412437.26597,4265863.04157,2169.42656,35,24,22
412439.52577,4265861.20761,2168.90404,207,202,196
412437.50398,4265863.94031,2168.96693,46,37,32
412436.19153,4265862.85710,2168.86373,190,164,115
412435.35482,4265860.75533,2168.86851,162,144,108
412446.81255,4265863.44522,2171.49050,72,30,18
412446.36246,4265863.09588,2169.16420,21,19,20
412437.87314,4265862.38315,2169.01002,178,169,162
412436.92131,4265862.26461,2169.05699,37,27,26
412436.42021,4265862.43238,2168.97585,24,19,15
412434.83827,4265862.16199,2168.87174,155,143,103
412437.26482,4265863.25896,2169.87770,99,87,75
412447.48859,4265862.89411,2168.75787,184,174,165
412437.27857,4265863.05952,2169.63730,29,21,18
412437.20712,4265863.51804,2169.12667,51,39,27
412437.67922,4265861.72365,2168.92504,212,204,193
412436.67843,4265863.01589,2171.22733,26,17,18
412437.15461,4265863.37896,2169.94462,96,86,76
412437.34718,4265861.57628,2168.72209,122,99,67
412442.10456,4265863.12910,2172.69940,83,32,15
412441.91974,4265863.27419,2172.13360,221,222,217
412441.51067,4265863.29223,2171.92803,225,228,221
412440.24459,4265863.21499,2171.62754,231,233,228
412438.95403,4265863.03926,2171.24235,136,121,92
412443.42935,4265863.39699,2171.01806,208,209,203
412442.57002,4265863.35418,2170.94479,207,208,202
412437.54378,4265862.98801,2170.08989,206,207,199
412444.48412,4265863.40880,2169.57603,170,153,137
412446.03112,4265862.63169,2169.36453,14,10,11
412439.87429,4265863.07909,2169.54951,186,175,157
412437.60363,4265862.90885,2169.71387,215,195,171
412437.23256,4265864.85688,2169.70886,29,19,17
412439.52712,4265863.08717,2169.47381,210,194,179
412442.18031,4265861.19977,2168.93503,149,138,106
412440.07301,4265862.67531,2169.07496,16,35,42
412438.78868,4265862.18624,2169.03543,203,196,186
412439.56109,4265860.59180,2168.93659,162,153,148
412438.65188,4265860.30742,2168.88872,139,135,108
412438.23595,4265860.07933,2168.87403,155,146,117
412438.43194,4265859.80922,2168.85043,120,106,79
412436.77871,4265863.75215,2168.82847,132,123,82
412436.55708,4265862.39493,2168.96797,50,41,42
412436.90443,4265861.16771,2168.85026,71,58,39
412435.73218,4265861.91126,2168.88682,81,52,12
412434.91483,4265861.81785,2168.91083,100,77,43
412434.96509,4265861.50521,2168.90595,150,137,102
412438.17018,4265862.53116,2171.70234,109,81,67
412441.90003,4265863.28481,2172.22760,105,79,64
412446.50540,4265863.53215,2170.74451,33,32,30
412439.38836,4265863.02159,2169.59349,150,139,121
412437.83488,4265862.97147,2169.71285,150,127,96
412440.49287,4265863.16230,2169.25859,196,173,155
412437.26746,4265864.05361,2169.61825,37,22,15
412437.45852,4265862.94878,2169.58101,148,132,117
412443.01932,4265862.70986,2168.89228,81,78,45
412440.08658,4265862.42116,2169.22414,20,25,29
412440.26142,4265860.36980,2168.96677,95,90,68
412437.41407,4265862.93162,2169.31832,50,32,20
412438.94557,4265862.50385,2169.05758,54,53,51
412439.96313,4265860.60236,2168.95101,180,172,169
412437.30586,4265863.90186,2169.22224,48,39,32
412437.99229,4265862.13482,2169.01401,182,170,158
412439.59908,4265859.84607,2168.81729,145,135,110
412437.35772,4265863.17682,2169.05126,43,32,26
412438.63866,4265860.73006,2168.87438,162,159,154
412438.74654,4265860.11062,2168.86413,154,148,122
412437.91488,4265860.51540,2168.88737,97,92,63
412437.41847,4265861.54508,2168.92507,184,178,166
412437.48633,4265860.68478,2168.87918,149,137,111
412436.29409,4265861.23510,2168.86967,109,85,51
412436.21716,4265861.11283,2168.85655,117,87,51
412436.52468,4265859.75869,2168.90318,91,72,40
412435.35766,4265861.32127,2168.88744,156,138,100
412435.49819,4265860.48264,2168.87208,89,62,32
412434.78954,4265861.18141,2168.89477,156,142,113
412438.80574,4265862.66545,2171.97416,143,100,68
412443.84627,4265863.33672,2172.41473,89,36,18
412444.82471,4265863.20802,2172.11227,112,52,24
412438.21973,4265863.03695,2171.38654,95,87,84
412438.43570,4265863.04541,2171.32088,68,53,46
412446.45898,4265863.26617,2168.97888,16,14,15
412437.31656,4265865.29616,2169.73701,54,46,44
412437.16669,4265859.96971,2168.97642,176,152,118
412436.42238,4265861.15767,2168.84424,164,143,100
412436.43020,4265860.32222,2168.88773,157,137,102
412436.27887,4265861.17568,2168.78717,154,135,95
412442.57861,4265863.88798,2173.40744,220,232,244
412439.85170,4265863.16069,2171.44644,182,184,181
412439.78822,4265863.12469,2171.43365,187,186,182
412438.25800,4265863.00658,2170.63866,22,20,21
412445.84666,4265863.57285,2169.88469,234,232,220
412439.30329,4265860.37490,2168.87274,139,135,106
412436.42584,4265862.56900,2169.09485,33,18,13
412437.22125,4265861.21304,2168.84771,151,133,93
412436.81368,4265861.12661,2168.88434,79,64,43
412436.92452,4265860.06599,2168.88778,153,130,86
412435.57967,4265860.68149,2168.88349,154,131,89
412437.53103,4265862.56697,2171.53286,161,117,80
412440.98883,4265863.24659,2171.68289,221,223,218
412439.94233,4265863.11464,2169.80430,209,216,208
412444.38076,4265863.19555,2168.92067,53,25,21
412439.23726,4265860.14042,2168.90730,136,127,98
412438.95978,4265861.06321,2168.85086,90,90,92
412440.65301,4265863.29402,2169.79234,236,236,226
412441.25892,4265863.04825,2169.46736,81,49,36
412437.50975,4265862.25094,2168.93385,24,20,19
412434.49967,4265861.21408,2168.90441,99,76,45
412438.04294,4265862.24392,2169.02089,163,153,144
412437.86966,4265862.38082,2169.00122,166,155,149
412437.98886,4265860.98364,2168.87291,195,192,185
412437.31084,4265860.88742,2168.88796,88,72,47
412436.62439,4265862.58000,2171.25278,29,19,20
412437.60984,4265863.01929,2170.48182,210,213,206
412436.06240,4265861.13900,2168.84509,146,116,66
412437.13354,4265862.50209,2168.78325,185,166,124
412436.93402,4265863.34539,2169.99567,74,65,58
412439.03186,4265862.67795,2172.01741,106,70,54
412437.98618,4265862.61159,2171.75876,52,33,35
