"X","Y","Z","Red","Green","Blue"
412368.86,4265853.81,2173.15,0,0,0
412370.02,4265854.37,2173.15,0,0,0
412371.17,4265854.92,2173.11,0,0,0
412372.32,4265855.49,2173.11,0,0,0
412373.46,4265856.05,2173.05,0,0,0
412374.62,4265856.62,2173.04,0,0,0
412375.76,4265857.17,2173.00,0,0,0
412378.08,4265858.31,2172.94,0,0,0
412379.22,4265858.88,2172.88,0,0,0
412380.37,4265859.44,2172.85,0,0,0
412381.53,4265860.00,2172.88,0,0,0
412382.67,4265860.56,2172.85,0,0,0
412383.81,4265861.12,2172.85,0,0,0
412384.95,4265861.67,2172.81,0,0,0
412386.12,4265862.24,2172.82,0,0,0
412388.43,4265863.36,2172.88,0,0,0
412391.90,4265865.06,2172.86,0,0,0
412393.06,4265865.61,2172.94,0,0,0
412394.20,4265866.17,2172.80,0,0,0
412395.34,4265866.74,2172.77,0,0,0
412399.15,4265868.36,2175.94,0,0,0
412403.76,4265870.59,2176.13,0,0,0
412404.99,4265871.13,2176.65,0,0,0
412406.20,4265871.70,2177.19,0,0,0
412408.44,4265872.81,2176.82,0,0,0
412409.53,4265873.38,2176.31,0,0,0
412410.62,4265873.95,2175.82,0,0,0
412411.42,4265874.58,2172.67,0,0,0
412412.54,4265875.13,2172.58,0,0,0
412413.68,4265875.69,2172.53,0,0,0
412414.82,4265876.25,2172.44,0,0,0
412415.96,4265876.81,2172.44,0,0,0
412417.08,4265877.36,2172.42,0,0,0
412418.23,4265877.92,2172.40,0,0,0
412419.38,4265878.48,2172.40,0,0,0
412423.97,4265880.71,2172.32,0,0,0
412425.11,4265881.28,2172.27,0,0,0
412426.25,4265881.84,2172.26,0,0,0
412427.39,4265882.38,2172.25,0,0,0
412435.38,4265886.29,2172.19,0,0,0
412436.52,4265886.84,2172.15,0,0,0
412437.67,4265887.41,2172.10,0,0,0
412439.10,4265887.88,2175.13,0,0,0
412440.27,4265888.42,2175.54,0,0,0
412441.44,4265888.96,2175.86,0,0,0
412442.56,4265889.54,2175.48,0,0,0
412443.66,4265890.09,2175.09,0,0,0
412444.79,4265890.67,2174.69,0,0,0
412445.69,4265891.33,2172.00,0,0,0
412446.81,4265891.87,2171.98,0,0,0
412451.39,4265894.11,2171.92,0,0,0
412452.54,4265894.66,2171.94,0,0,0
412453.70,4265895.23,2171.96,0,0,0
412454.85,4265895.78,2172.04,0,0,0
412455.99,4265896.34,2171.94,0,0,0
412457.15,4265896.90,2172.05,0,0,0
412458.27,4265897.46,2171.90,0,0,0
412459.39,4265898.00,2171.84,0,0,0
412460.53,4265898.56,2171.84,0,0,0
412461.68,4265899.13,2171.76,0,0,0
412462.81,4265899.67,2171.75,0,0,0
412463.94,4265900.23,2171.78,0,0,0
412467.39,4265901.90,2171.84,0,0,0
412467.94,4265902.91,2171.85,0,0,0
412463.39,4265900.71,2171.78,0,0,0
412462.24,4265900.15,2171.71,0,0,0
412461.08,4265899.59,2171.75,0,0,0
412459.95,4265899.03,2171.92,0,0,0
412458.82,4265898.48,2171.85,0,0,0
412457.67,4265897.92,2171.88,0,0,0
412456.54,4265897.34,2172.23,0,0,0
412455.38,4265896.80,2172.03,0,0,0
412454.24,4265896.25,2171.96,0,0,0
412453.08,4265895.69,2172.01,0,0,0
412451.93,4265895.13,2172.03,0,0,0
412450.77,4265894.57,2171.94,0,0,0
412449.64,4265894.02,2171.97,0,0,0
412448.51,4265893.46,2171.97,0,0,0
412447.35,4265892.91,2171.98,0,0,0
412446.20,4265892.34,2171.98,0,0,0
412444.18,4265891.16,2174.84,0,0,0
412443.07,4265890.59,2175.22,0,0,0
412441.97,4265890.03,2175.63,0,0,0
412440.84,4265889.46,2175.81,0,0,0
412439.66,4265888.92,2175.40,0,0,0
412438.46,4265888.37,2174.98,0,0,0
412437.05,4265887.91,2172.09,0,0,0
412435.91,4265887.34,2172.13,0,0,0
412434.76,4265886.78,2172.23,0,0,0
412433.60,4265886.21,2172.23,0,0,0
412426.74,4265882.88,2172.24,0,0,0
412425.60,4265882.34,2172.27,0,0,0
412424.48,4265881.79,2172.31,0,0,0
412423.33,4265881.23,2172.36,0,0,0
412419.92,4265879.57,2172.40,0,0,0
412418.76,4265879.00,2172.42,0,0,0
412417.61,4265878.45,2172.42,0,0,0
412416.47,4265877.88,2172.42,0,0,0
412415.33,4265877.34,2172.44,0,0,0
412414.20,4265876.79,2172.46,0,0,0
412413.06,4265876.23,2172.51,0,0,0
412411.95,4265875.69,2172.59,0,0,0
412410.01,4265874.49,2176.00,0,0,0
412408.93,4265873.92,2176.50,0,0,0
412407.85,4265873.37,2176.99,0,0,0
412405.56,4265872.25,2177.05,0,0,0
412404.36,4265871.71,2176.52,0,0,0
412403.18,4265871.17,2175.98,0,0,0
412399.46,4265869.59,2173.10,0,0,0
412394.83,4265867.36,2172.79,0,0,0
412393.70,4265866.81,2172.83,0,0,0
412392.56,4265866.25,2172.86,0,0,0
412391.44,4265865.71,2172.85,0,0,0
412390.33,4265865.17,2172.88,0,0,0
412389.19,4265864.61,2172.90,0,0,0
412388.03,4265864.06,2172.84,0,0,0
412386.87,4265863.49,2172.85,0,0,0
412385.75,4265862.95,2172.86,0,0,0
412384.61,4265862.38,2172.84,0,0,0
412383.46,4265861.84,2172.82,0,0,0
412382.33,4265861.29,2172.85,0,0,0
412381.22,4265860.75,2172.86,0,0,0
412380.08,4265860.20,2172.84,0,0,0
412378.97,4265859.63,2173.03,0,0,0
412377.81,4265859.09,2172.88,0,0,0
412376.70,4265858.53,2173.19,0,0,0
412375.56,4265857.99,2173.04,0,0,0
412374.44,4265857.45,2173.04,0,0,0
412373.31,4265856.88,2173.07,0,0,0
412372.17,4265856.34,2173.10,0,0,0
412371.03,4265855.78,2173.17,0,0,0
412369.89,4265855.23,2173.17,0,0,0
412368.77,4265854.67,2173.19,0,0,0
412367.65,4265854.13,2173.21,0,0,0
412366.51,4265853.58,2173.22,0,0,0
412365.38,4265853.03,2173.26,0,0,0
412364.26,4265852.48,2173.28,0,0,0
412363.13,4265851.92,2173.30,0,0,0
412362.00,4265851.38,2173.33,0,0,0
412360.87,4265850.83,2173.31,0,0,0
412359.72,4265850.28,2173.31,0,0,0
412358.59,4265849.73,2173.30,0,0,0
412357.46,4265849.17,2173.29,0,0,0
412356.30,4265848.62,2173.31,0,0,0
412355.17,4265848.06,2173.36,0,0,0
412354.04,4265847.50,2173.35,0,0,0
412352.90,4265846.96,2173.36,0,0,0
412351.76,4265846.41,2173.35,0,0,0
412352.04,4265847.13,2173.35,0,0,0
412353.20,4265847.70,2173.36,0,0,0
412354.34,4265848.25,2173.33,0,0,0
412355.49,4265848.82,2173.34,0,0,0
412356.65,4265849.38,2173.31,0,0,0
412357.80,4265849.95,2173.28,0,0,0
412358.97,4265850.52,2173.30,0,0,0
412360.12,4265851.08,2173.30,0,0,0
412361.27,4265851.63,2173.31,0,0,0
412362.43,4265852.19,2173.33,0,0,0
412363.60,4265852.77,2173.32,0,0,0
412364.76,4265853.33,2173.28,0,0,0
412365.91,4265853.88,2173.27,0,0,0
412367.05,4265854.45,2173.23,0,0,0
412368.22,4265855.02,2173.22,0,0,0
412369.37,4265855.59,2173.21,0,0,0
412370.52,4265856.13,2173.17,0,0,0
412371.66,4265856.70,2173.13,0,0,0
412372.79,4265857.25,2173.08,0,0,0
412373.95,4265857.83,2173.06,0,0,0
412375.10,4265858.38,2173.00,0,0,0
412376.33,4265858.95,2173.52,0,0,0
412377.40,4265859.52,2172.90,0,0,0
412378.58,4265860.07,2173.19,0,0,0
412380.86,4265861.21,2172.85,0,0,0
412382.01,4265861.77,2172.85,0,0,0
412383.16,4265862.33,2172.81,0,0,0
412384.31,4265862.88,2172.83,0,0,0
412385.44,4265863.44,2172.84,0,0,0
412386.60,4265864.00,2172.88,0,0,0
412387.75,4265864.56,2172.86,0,0,0
412390.05,4265865.67,2172.86,0,0,0
412392.37,4265866.81,2172.85,0,0,0
412393.51,4265867.37,2172.83,0,0,0
412394.64,4265867.92,2172.78,0,0,0
412398.15,4265869.59,2173.11,0,0,0
412399.30,4265870.16,2173.11,0,0,0
412400.42,4265870.71,2173.09,0,0,0
412403.06,4265871.78,2175.92,0,0,0
412404.28,4265872.34,2176.44,0,0,0
412405.50,4265872.88,2177.00,0,0,0
412407.81,4265874.00,2177.00,0,0,0
412408.89,4265874.58,2176.52,0,0,0
412409.95,4265875.13,2176.02,0,0,0
412411.87,4265876.32,2172.63,0,0,0
412413.01,4265876.88,2172.49,0,0,0
412414.16,4265877.45,2172.46,0,0,0
412415.29,4265878.00,2172.42,0,0,0
412416.44,4265878.56,2172.42,0,0,0
412417.59,4265879.12,2172.40,0,0,0
412418.75,4265879.67,2172.42,0,0,0
412419.90,4265880.24,2172.40,0,0,0
412423.35,4265881.92,2172.36,0,0,0
412424.49,4265882.48,2172.29,0,0,0
412425.63,4265883.04,2172.24,0,0,0
412432.49,4265886.38,2172.22,0,0,0
412433.64,4265886.94,2172.22,0,0,0
412434.77,4265887.49,2172.21,0,0,0
412435.90,4265888.05,2172.11,0,0,0
412438.47,4265889.08,2174.97,0,0,0
412439.65,4265889.63,2175.40,0,0,0
412440.82,4265890.16,2175.82,0,0,0
412441.96,4265890.73,2175.61,0,0,0
412443.07,4265891.30,2175.23,0,0,0
412445.07,4265892.52,2171.99,0,0,0
412446.20,4265893.07,2171.98,0,0,0
412447.34,4265893.63,2171.96,0,0,0
412448.48,4265894.17,2171.96,0,0,0
412449.64,4265894.75,2171.96,0,0,0
412450.78,4265895.30,2171.92,0,0,0
412451.92,4265895.84,2171.94,0,0,0
412453.06,4265896.41,2171.97,0,0,0
412454.20,4265896.96,2171.94,0,0,0
412455.37,4265897.52,2172.06,0,0,0
412456.52,4265898.08,2172.11,0,0,0
412457.63,4265898.63,2171.90,0,0,0
412458.78,4265899.20,2171.88,0,0,0
412459.92,4265899.75,2171.72,0,0,0
412461.06,4265900.32,2171.74,0,0,0
412462.22,4265900.88,2171.71,0,0,0
412463.36,4265901.42,2171.82,0,0,0
412467.92,4265903.65,2171.80,0,0,0
412467.56,4265904.25,2171.79,0,0,0
412461.83,4265901.48,2171.73,0,0,0
412460.69,4265900.92,2171.75,0,0,0
412459.55,4265900.38,2171.69,0,0,0
412458.42,4265899.82,2171.86,0,0,0
412457.28,4265899.25,2171.94,0,0,0
412456.14,4265898.70,2172.08,0,0,0
412455.00,4265898.13,2172.11,0,0,0
412453.85,4265897.59,2171.99,0,0,0
412452.69,4265897.03,2171.99,0,0,0
412451.53,4265896.48,2171.88,0,0,0
412450.38,4265895.92,2171.94,0,0,0
412449.21,4265895.34,2171.94,0,0,0
412448.08,4265894.80,2171.96,0,0,0
412446.93,4265894.25,2171.94,0,0,0
412445.79,4265893.69,2171.97,0,0,0
412441.56,4265891.36,2175.72,0,0,0
412440.42,4265890.81,2175.74,0,0,0
412439.20,4265890.25,2175.32,0,0,0
412438.01,4265889.71,2174.88,0,0,0
412435.47,4265888.67,2172.11,0,0,0
412434.31,4265888.11,2172.23,0,0,0
412433.17,4265887.56,2172.23,0,0,0
412425.16,4265883.67,2172.29,0,0,0
412424.00,4265883.11,2172.29,0,0,0
412419.42,4265880.88,2172.42,0,0,0
412418.28,4265880.33,2172.42,0,0,0
412417.13,4265879.78,2172.40,0,0,0
412415.96,4265879.21,2172.40,0,0,0
412414.81,4265878.65,2172.44,0,0,0
412413.69,4265878.09,2172.46,0,0,0
412412.54,4265877.55,2172.47,0,0,0
412411.42,4265876.98,2172.76,0,0,0
412410.60,4265876.37,2175.65,0,0,0
412409.50,4265875.80,2176.13,0,0,0
412408.40,4265875.23,2176.60,0,0,0
412407.32,4265874.67,2177.13,0,0,0
412404.98,4265873.55,2176.88,0,0,0
412403.77,4265873.00,2176.36,0,0,0
412402.57,4265872.46,2175.84,0,0,0
412399.94,4265871.38,2173.11,0,0,0
412398.80,4265870.84,2173.13,0,0,0
412397.61,4265870.29,2172.81,0,0,0
412396.45,4265869.73,2172.79,0,0,0
412394.16,4265868.62,2172.81,0,0,0
412393.02,4265868.06,2172.86,0,0,0
412391.86,4265867.50,2172.83,0,0,0
412389.54,4265866.37,2172.88,0,0,0
412388.40,4265865.81,2172.94,0,0,0
412387.24,4265865.25,2172.90,0,0,0
412386.08,4265864.70,2172.86,0,0,0
412384.93,4265864.13,2172.79,0,0,0
412382.60,4265863.00,2172.84,0,0,0
412381.44,4265862.45,2172.86,0,0,0
412377.99,4265860.78,2172.86,0,0,0
412376.83,4265860.21,2172.92,0,0,0
412375.66,4265859.63,2172.96,0,0,0
412374.51,4265859.08,2173.04,0,0,0
412369.94,4265856.84,2173.23,0,0,0
412368.78,4265856.28,2173.29,0,0,0
412367.63,4265855.71,2173.29,0,0,0
412366.47,4265855.16,2173.29,0,0,0
412365.31,4265854.59,2173.32,0,0,0
412364.15,4265854.03,2173.33,0,0,0
412362.99,4265853.46,2173.36,0,0,0
412361.83,4265852.90,2173.36,0,0,0
412360.68,4265852.34,2173.36,0,0,0
412359.50,4265851.77,2173.33,0,0,0
412358.33,4265851.21,2173.33,0,0,0
412357.19,4265850.65,2173.36,0,0,0
412356.04,4265850.09,2173.38,0,0,0
412354.88,4265849.53,2173.38,0,0,0
412353.71,4265848.96,2173.36,0,0,0
412352.54,4265848.38,2173.40,0,0,0
412352.49,4265849.00,2173.40,0,0,0
412353.63,4265849.56,2173.38,0,0,0
412354.79,4265850.12,2173.38,0,0,0
412355.94,4265850.69,2173.38,0,0,0
412357.10,4265851.25,2173.36,0,0,0
412358.25,4265851.81,2173.32,0,0,0
412359.41,4265852.38,2173.34,0,0,0
412360.58,4265852.94,2173.36,0,0,0
412361.73,4265853.50,2173.36,0,0,0
412362.90,4265854.07,2173.36,0,0,0
412364.07,4265854.63,2173.35,0,0,0
412365.23,4265855.20,2173.31,0,0,0
412366.39,4265855.77,2173.33,0,0,0
412367.53,4265856.32,2173.32,0,0,0
412368.67,4265856.88,2173.28,0,0,0
412373.25,4265859.12,2173.09,0,0,0
412374.39,4265859.67,2173.02,0,0,0
412375.53,4265860.24,2172.94,0,0,0
412376.68,4265860.81,2172.88,0,0,0
412377.83,4265861.37,2172.86,0,0,0
412380.15,4265862.50,2172.83,0,0,0
412381.31,4265863.06,2172.85,0,0,0
412382.44,4265863.61,2172.83,0,0,0
412383.59,4265864.17,2172.74,0,0,0
412384.76,4265864.74,2172.83,0,0,0
412385.90,4265865.30,2172.77,0,0,0
412387.08,4265865.86,2172.86,0,0,0
412388.23,4265866.42,2172.86,0,0,0
412391.67,4265868.09,2172.82,0,0,0
412392.82,4265868.65,2172.83,0,0,0
412393.97,4265869.21,2172.80,0,0,0
412395.13,4265869.78,2172.77,0,0,0
412396.27,4265870.34,2172.75,0,0,0
412397.42,4265870.88,2172.76,0,0,0
412398.62,4265871.45,2173.10,0,0,0
412399.77,4265872.00,2173.11,0,0,0
412402.37,4265873.08,2175.76,0,0,0
412403.59,4265873.63,2176.29,0,0,0
412404.79,4265874.17,2176.82,0,0,0
412407.13,4265875.28,2177.17,0,0,0
412408.22,4265875.84,2176.67,0,0,0
412409.33,4265876.42,2176.19,0,0,0
412410.42,4265876.99,2175.71,0,0,0
412411.24,4265877.59,2172.98,0,0,0
412412.33,4265878.16,2172.47,0,0,0
412413.48,4265878.73,2172.42,0,0,0
412414.64,4265879.29,2172.42,0,0,0
412415.77,4265879.84,2172.38,0,0,0
412416.92,4265880.40,2172.36,0,0,0
412418.07,4265880.96,2172.40,0,0,0
412432.95,4265888.20,2172.23,0,0,0
412434.07,4265888.75,2172.19,0,0,0
412435.23,4265889.31,2172.13,0,0,0
412436.38,4265889.87,2172.11,0,0,0
412437.77,4265890.34,2174.81,0,0,0
412438.95,4265890.88,2175.25,0,0,0
412440.11,4265891.42,2175.65,0,0,0
412441.24,4265891.96,2175.78,0,0,0
412445.49,4265894.31,2171.94,0,0,0
412446.63,4265894.86,2171.94,0,0,0
412447.79,4265895.42,2171.97,0,0,0
412448.95,4265895.99,2171.92,0,0,0
412450.09,4265896.55,2171.92,0,0,0
412451.22,4265897.09,2171.90,0,0,0
412452.37,4265897.65,2171.97,0,0,0
412453.50,4265898.20,2171.94,0,0,0
412454.64,4265898.75,2172.05,0,0,0
412455.77,4265899.30,2171.97,0,0,0
412456.91,4265899.86,2171.88,0,0,0
412458.06,4265900.42,2171.78,0,0,0
412459.21,4265900.99,2171.69,0,0,0
412460.36,4265901.55,2171.74,0,0,0
412461.50,4265902.09,2171.76,0,0,0
412462.65,4265902.66,2171.75,0,0,0
412468.35,4265905.42,2171.75,0,0,0
412468.21,4265906.04,2171.74,0,0,0
412462.48,4265903.27,2171.69,0,0,0
412461.34,4265902.71,2171.73,0,0,0
412460.19,4265902.16,2171.75,0,0,0
412459.06,4265901.61,2171.73,0,0,0
412457.90,4265901.05,2171.74,0,0,0
412456.75,4265900.49,2171.76,0,0,0
412455.62,4265899.92,2172.08,0,0,0
412454.45,4265899.36,2172.05,0,0,0
412453.32,4265898.82,2171.98,0,0,0
412452.18,4265898.27,2171.92,0,0,0
412451.02,4265897.71,2171.92,0,0,0
412449.86,4265897.15,2171.92,0,0,0
412448.72,4265896.59,2171.92,0,0,0
412447.59,4265896.05,2171.96,0,0,0
412446.43,4265895.49,2171.92,0,0,0
412445.25,4265894.92,2171.92,0,0,0
412441.01,4265892.58,2175.81,0,0,0
412439.85,4265892.03,2175.65,0,0,0
412438.66,4265891.49,2175.23,0,0,0
412437.48,4265890.94,2174.80,0,0,0
412436.11,4265890.48,2172.13,0,0,0
412434.97,4265889.92,2172.13,0,0,0
412433.81,4265889.36,2172.17,0,0,0
412417.73,4265881.56,2172.40,0,0,0
412416.59,4265881.00,2172.38,0,0,0
412415.43,4265880.46,2172.38,0,0,0
412414.29,4265879.90,2172.42,0,0,0
412413.15,4265879.34,2172.42,0,0,0
412412.00,4265878.79,2172.49,0,0,0
412410.90,4265878.21,2172.86,0,0,0
412410.06,4265877.59,2175.78,0,0,0
412408.97,4265877.04,2176.26,0,0,0
412407.89,4265876.48,2176.77,0,0,0
412405.67,4265875.36,2177.31,0,0,0
412404.44,4265874.81,2176.76,0,0,0
412403.23,4265874.25,2176.23,0,0,0
412402.03,4265873.71,2175.69,0,0,0
412399.41,4265872.63,2173.13,0,0,0
412398.25,4265872.09,2173.11,0,0,0
412397.04,4265871.53,2172.74,0,0,0
412395.89,4265870.96,2172.76,0,0,0
412394.74,4265870.41,2172.78,0,0,0
412393.60,4265869.86,2172.79,0,0,0
412392.46,4265869.30,2172.82,0,0,0
412391.32,4265868.75,2172.84,0,0,0
412390.16,4265868.19,2172.85,0,0,0
412389.00,4265867.62,2172.92,0,0,0
412386.72,4265866.50,2172.98,0,0,0
412385.53,4265865.95,2172.78,0,0,0
412384.38,4265865.38,2172.79,0,0,0
412383.23,4265864.84,2172.82,0,0,0
412382.08,4265864.27,2172.85,0,0,0
412377.48,4265862.04,2172.90,0,0,0
412376.31,4265861.48,2172.88,0,0,0
412375.15,4265860.91,2172.94,0,0,0
412368.28,4265857.55,2173.36,0,0,0
412367.12,4265856.99,2173.40,0,0,0
412365.96,4265856.42,2173.38,0,0,0
412364.80,4265855.87,2173.40,0,0,0
412363.64,4265855.30,2173.40,0,0,0
412362.49,4265854.74,2173.42,0,0,0
412361.33,4265854.19,2173.40,0,0,0
412360.17,4265853.63,2173.38,0,0,0
412358.99,4265853.06,2173.36,0,0,0
412357.83,4265852.49,2173.42,0,0,0
412356.68,4265851.92,2173.40,0,0,0
412355.52,4265851.37,2173.40,0,0,0
412354.37,4265850.81,2173.42,0,0,0
412353.20,4265850.25,2173.42,0,0,0
412352.03,4265849.67,2173.42,0,0,0
412351.70,4265850.13,2173.42,0,0,0
412352.85,4265850.69,2173.44,0,0,0
412354.01,4265851.25,2173.44,0,0,0
412355.16,4265851.82,2173.44,0,0,0
412356.32,4265852.38,2173.40,0,0,0
412357.47,4265852.94,2173.42,0,0,0
412358.63,4265853.50,2173.40,0,0,0
412359.80,4265854.08,2173.38,0,0,0
412360.96,4265854.63,2173.42,0,0,0
412362.12,4265855.20,2173.42,0,0,0
412363.28,4265855.75,2173.42,0,0,0
412364.43,4265856.32,2173.42,0,0,0
412365.60,4265856.88,2173.42,0,0,0
412366.73,4265857.44,2173.42,0,0,0
412367.90,4265858.00,2173.42,0,0,0
412374.78,4265861.38,2172.94,0,0,0
412375.92,4265861.94,2172.90,0,0,0
412377.07,4265862.50,2172.90,0,0,0
412381.69,4265864.75,2172.82,0,0,0
412382.84,4265865.31,2172.83,0,0,0
412383.99,4265865.87,2172.81,0,0,0
412385.16,4265866.44,2172.80,0,0,0
412386.35,4265866.99,2173.13,0,0,0
412387.45,4265867.55,2172.79,0,0,0
412388.61,4265868.11,2172.85,0,0,0
412390.89,4265869.21,2172.81,0,0,0
412392.05,4265869.78,2172.81,0,0,0
412393.19,4265870.34,2172.80,0,0,0
412394.33,4265870.90,2172.76,0,0,0
412395.49,4265871.46,2172.74,0,0,0
412396.65,4265872.02,2172.69,0,0,0
412397.79,4265872.58,2172.69,0,0,0
412398.99,4265873.13,2173.09,0,0,0
412402.78,4265874.75,2176.04,0,0,0
412404.00,4265875.31,2176.55,0,0,0
412405.21,4265875.86,2177.06,0,0,0
412407.47,4265876.96,2176.92,0,0,0
412408.57,4265877.53,2176.44,0,0,0
412409.64,4265878.09,2175.92,0,0,0
412410.43,4265878.71,2172.81,0,0,0
412411.56,4265879.28,2172.51,0,0,0
412412.71,4265879.84,2172.44,0,0,0
412413.88,4265880.41,2172.40,0,0,0
412416.12,4265881.50,2172.38,0,0,0
412433.30,4265889.86,2172.15,0,0,0
412434.46,4265890.42,2172.15,0,0,0
412435.61,4265890.98,2172.13,0,0,0
412438.15,4265892.00,2175.03,0,0,0
412439.31,4265892.53,2175.44,0,0,0
412440.51,4265893.08,2175.86,0,0,0
412441.62,4265893.65,2175.57,0,0,0
412444.76,4265895.44,2171.92,0,0,0
412445.88,4265895.99,2171.90,0,0,0
412447.03,4265896.54,2171.92,0,0,0
412448.19,4265897.11,2171.88,0,0,0
412449.33,4265897.66,2171.88,0,0,0
412450.46,4265898.20,2171.94,0,0,0
412451.59,4265898.75,2171.92,0,0,0
412452.75,4265899.32,2171.88,0,0,0
412453.89,4265899.88,2171.82,0,0,0
412455.02,4265900.42,2171.79,0,0,0
412456.14,4265900.98,2171.76,0,0,0
412457.30,4265901.54,2171.75,0,0,0
412458.45,4265902.09,2171.73,0,0,0
412459.59,4265902.65,2171.72,0,0,0
412460.74,4265903.21,2171.71,0,0,0
412461.88,4265903.75,2171.72,0,0,0
412466.46,4265905.96,2171.90,0,0,0
412467.59,4265906.52,2171.80,0,0,0
412467.49,4265907.29,2171.86,0,0,0
412466.36,4265906.74,2171.96,0,0,0
412462.92,4265905.09,2171.74,0,0,0
412461.78,4265904.54,2171.74,0,0,0
412460.63,4265903.98,2171.69,0,0,0
412459.49,4265903.42,2171.73,0,0,0
412458.36,4265902.88,2171.72,0,0,0
412457.20,4265902.33,2171.75,0,0,0
412456.05,4265901.77,2171.73,0,0,0
412454.92,4265901.21,2171.78,0,0,0
412453.76,4265900.66,2171.83,0,0,0
412452.61,4265900.09,2171.86,0,0,0
412451.48,4265899.55,2171.92,0,0,0
412450.34,4265899.00,2171.94,0,0,0
412449.20,4265898.45,2171.92,0,0,0
412448.06,4265897.90,2171.88,0,0,0
412446.92,4265897.34,2171.90,0,0,0
412445.75,4265896.78,2171.90,0,0,0
412444.58,4265896.21,2171.92,0,0,0
412443.71,4265895.58,2174.74,0,0,0
412442.60,4265895.02,2175.15,0,0,0
412441.48,4265894.45,2175.55,0,0,0
412440.35,4265893.88,2175.86,0,0,0
412439.19,4265893.34,2175.48,0,0,0
412438.02,4265892.81,2175.06,0,0,0
412436.83,4265892.27,2174.67,0,0,0
412435.47,4265891.80,2172.15,0,0,0
412434.32,4265891.24,2172.13,0,0,0
412433.16,4265890.67,2172.17,0,0,0
412412.49,4265880.67,2172.44,0,0,0
412411.34,4265880.11,2172.49,0,0,0
412410.27,4265879.55,2173.10,0,0,0
412409.10,4265879.00,2172.71,0,0,0
412407.97,4265878.45,2172.82,0,0,0
412404.99,4265876.70,2177.11,0,0,0
412403.79,4265876.16,2176.58,0,0,0
412402.57,4265875.61,2176.06,0,0,0
412398.76,4265873.99,2173.08,0,0,0
412397.58,4265873.44,2172.69,0,0,0
412396.43,4265872.88,2172.69,0,0,0
412395.28,4265872.33,2172.73,0,0,0
412394.11,4265871.75,2172.76,0,0,0
412392.94,4265871.19,2172.79,0,0,0
412391.79,4265870.63,2172.71,0,0,0
412388.35,4265868.96,2172.84,0,0,0
412387.19,4265868.41,2172.86,0,0,0
412386.03,4265867.84,2172.86,0,0,0
412384.87,4265867.29,2172.84,0,0,0
412383.71,4265866.73,2172.83,0,0,0
412382.56,4265866.17,2172.84,0,0,0
412377.96,4265863.94,2172.92,0,0,0
412376.79,4265863.37,2172.92,0,0,0
412375.64,4265862.82,2172.92,0,0,0
412366.47,4265858.34,2173.53,0,0,0
412365.31,4265857.78,2173.52,0,0,0
412364.14,4265857.21,2173.52,0,0,0
412362.98,4265856.65,2173.53,0,0,0
412361.84,4265856.09,2173.48,0,0,0
412360.67,4265855.54,2173.44,0,0,0
412359.50,4265854.96,2173.46,0,0,0
412358.33,4265854.41,2173.42,0,0,0
412357.19,4265853.84,2173.48,0,0,0
412356.02,4265853.29,2173.48,0,0,0
412354.87,4265852.73,2173.48,0,0,0
412353.68,4265852.16,2173.48,0,0,0
412352.51,4265851.59,2173.48,0,0,0
412351.80,4265851.83,2173.49,0,0,0
412352.97,4265852.40,2173.49,0,0,0
412354.14,4265852.96,2173.50,0,0,0
412355.30,4265853.53,2173.51,0,0,0
412356.45,4265854.09,2173.50,0,0,0
412357.61,4265854.65,2173.48,0,0,0
412358.79,4265855.23,2173.44,0,0,0
412359.95,4265855.78,2173.50,0,0,0
412361.08,4265856.34,2173.47,0,0,0
412362.26,4265856.90,2173.51,0,0,0
412363.42,4265857.46,2173.55,0,0,0
412364.59,4265858.03,2173.57,0,0,0
412365.75,4265858.59,2173.55,0,0,0
412366.90,4265859.15,2173.54,0,0,0
412374.91,4265863.08,2172.92,0,0,0
412376.04,4265863.63,2172.92,0,0,0
412377.19,4265864.19,2172.88,0,0,0
412381.80,4265866.42,2172.80,0,0,0
412382.94,4265866.98,2172.80,0,0,0
412384.10,4265867.54,2172.82,0,0,0
412385.28,4265868.11,2172.85,0,0,0
412387.59,4265869.23,2172.86,0,0,0
412388.73,4265869.79,2172.86,0,0,0
412393.32,4265872.02,2172.75,0,0,0
412394.49,4265872.59,2172.72,0,0,0
412395.64,4265873.15,2172.69,0,0,0
412396.78,4265873.71,2172.67,0,0,0
412397.98,4265874.25,2173.08,0,0,0
412400.29,4265875.38,2173.11,0,0,0
412402.97,4265876.44,2176.21,0,0,0
412404.15,4265876.98,2176.76,0,0,0
412407.13,4265878.71,2172.63,0,0,0
412408.27,4265879.28,2172.56,0,0,0
412409.41,4265879.83,2172.57,0,0,0
412410.56,4265880.40,2172.51,0,0,0
412411.72,4265880.96,2172.44,0,0,0
412412.87,4265881.52,2172.42,0,0,0
412432.28,4265890.95,2172.11,0,0,0
412433.44,4265891.50,2172.13,0,0,0
412434.60,4265892.08,2172.09,0,0,0
412435.75,4265892.63,2172.11,0,0,0
412437.13,4265893.11,2174.75,0,0,0
412438.30,4265893.65,2175.13,0,0,0
412439.48,4265894.17,2175.57,0,0,0
412440.66,4265894.74,2175.83,0,0,0
412441.77,4265895.31,2175.44,0,0,0
412442.87,4265895.87,2175.04,0,0,0
412443.98,4265896.42,2174.65,0,0,0
412444.86,4265897.07,2171.88,0,0,0
412446.02,4265897.63,2171.88,0,0,0
