412446.54797756963,4265861.714991777,2168.8392066666856,144.0,135.0,120.0
412447.916035122,4265861.995992448,2168.841123709455,121.0,114.0,104.0
412448.18747048377,4265863.239999258,2168.809045803733,130.0,122.0,111.0
412446.59090823255,4265862.870809804,2168.716395069845,105.0,94.0,88.0
412447.36905403505,4265863.703409085,2169.0406407723203,93.0,86.0,58.0
412446.6796496203,4265864.65152554,2169.056899432093,112.0,96.0,83.0
412437.1285189839,4265860.916754657,2168.8420864176005,107.0,103.0,78.0
412448.5784752149,4265863.54505587,2168.8416476314887,114.0,109.0,103.0
412448.299537743,4265863.8071924895,2168.8678735354915,153.0,151.0,139.0
412447.8494043148,4265863.383059181,2168.8389972094446,143.0,133.0,121.0
412446.57628515403,4265862.230687346,2168.8484954135492,134.0,125.0,116.0
412447.1687258179,4265865.068765822,2168.84059009701,182.0,179.0,148.0
412446.65120458906,4265864.29234893,2169.213608871214,137.0,115.0,101.0
412446.6553248347,4265864.824672084,2169.9251930713654,67.0,59.0,46.0
412448.49227823113,4265863.531108402,2168.8422796204686,139.0,137.0,125.0
412448.5088952417,4265863.697503926,2168.870758028701,57.0,61.0,36.0
412447.85693466495,4265862.095373846,2168.845472068526,144.0,142.0,130.0
412448.62887985015,4265864.069701569,2168.9084208095446,83.0,77.0,53.0
412447.5180006947,4265862.2632267885,2168.8471319591627,132.0,122.0,110.0
412447.40425249515,4265862.792552015,2168.8424936905503,122.0,108.0,97.0
412447.20341167017,4265862.630536222,2168.845595710911,151.0,143.0,132.0
412446.73373903055,4265862.577697394,2168.849756031297,150.0,143.0,135.0
412446.42493595596,4265862.861504586,2168.8754185894504,160.0,157.0,148.0
412446.3589503205,4265861.542530868,2169.073056376539,103.0,98.0,94.0
412446.48005729535,4265862.83710052,2169.069944269024,165.0,162.0,155.0
412438.2554641703,4265862.692093273,2169.4393601054326,23.0,18.0,15.0
412447.70456128696,4265862.320322858,2168.8616133248433,142.0,132.0,120.0
412447.6047154927,4265862.342911362,2168.859233740717,131.0,117.0,106.0
412447.5156297035,4265863.321347198,2168.8443716717884,156.0,152.0,141.0
412447.16413284227,4265864.191873925,2168.8603497017175,150.0,152.0,113.0
412446.6928455109,4265864.280925215,2169.0965259708464,76.0,49.0,32.0
412446.9871217442,4265864.997653017,2171.4620119817555,70.0,52.0,48.0
412448.872271546,4265864.116329836,2168.8939976617694,72.0,78.0,42.0
412448.7060275432,4265863.747198484,2168.9022198142484,68.0,86.0,48.0
412447.89110679034,4265861.887684223,2168.8518909355626,116.0,109.0,99.0
412448.7011638466,4265864.118870638,2168.8839156460017,209.0,202.0,174.0
412448.5691344984,4265863.998260555,2168.89981514588,91.0,82.0,41.0
412448.08606951573,4265863.222169916,2168.859831147827,146.0,139.0,131.0
412447.6405833575,4265862.622670585,2168.8442175639793,150.0,138.0,126.0
