412462.70997005986,4265838.370462332,2172.13,35,61,50
412462.7586615692,4265839.960762517,2171.98,1,17,14
412461.60126446525,4265839.380741428,2172.04,95,118,112
412459.34153118957,4265838.243492769,2172.09,51,71,72
412458.9201114293,4265839.090301181,2172.02,31,51,52
412460.038361688,4265839.670749508,2171.99,19,40,35
412461.1565266153,4265840.243400682,2171.84,67,83,82
412462.29826479644,4265840.823592677,2171.83,32,41,46
412463.43974731327,4265841.3803929975,2171.85,124,129,135
412463.7327686693,4265843.116189569,2171.94,72,78,94
412462.59903066757,4265842.551506554,2171.92,79,85,101
412461.4808661663,4265841.978855355,2171.96,132,139,145
412460.33155417256,4265841.422140873,2171.9,96,110,110
412459.19781568146,4265840.857458207,2171.78,87,101,104
412456.93016786687,4265839.712498694,2171.83,48,70,68
412455.81991713995,4265839.147559806,2171.94,61,85,85
412454.67817822867,4265838.567368592,2172.03,1,20,26
412452.79154370667,4265838.611372115,2172.0,3,17,30
412453.93328275706,4265839.1915630605,2171.9,15,32,42
412456.19301657955,4265840.328810074,2171.88,62,82,83
412457.34249937435,4265840.90111858,2171.94,44,62,62
412458.4683234104,4265841.458089242,2171.98,81,95,98
412459.58648821036,4265842.030740065,2171.97,84,93,100
412460.7123119252,4265842.587710955,2171.96,71,77,93
412461.86187922646,4265843.167817192,2171.94,68,74,90
412463.00361694314,4265843.748009065,2171.94,76,82,98
412463.31740126736,4265845.234036243,2171.96,93,99,115
412462.1599197901,4265844.646218212,2171.96,76,82,98
412461.04192587885,4265844.089161754,2171.98,78,84,100
412459.9396758064,4265843.53973163,2171.97,76,84,95
412458.8295109954,4265842.982589875,2171.98,82,90,101
412457.6799434385,4265842.402484052,2171.99,82,96,97
412456.5225462939,4265841.82246387,2172.01,85,101,101
412455.3808929849,4265841.250070026,2172.0,45,60,63
412454.27081270085,4265840.700725991,2172.02,14,24,36
412453.1291590633,4265840.128332378,2171.98,21,33,47
412451.9875904379,4265839.563736149,2171.97,25,34,51
412450.83810705005,4265838.9914283,2171.96,30,38,51
412449.6885383183,4265838.411323304,2171.96,35,44,51
412447.5895724419,4265838.371867424,2172.02,82,91,90
412448.73914134066,4265838.951972126,2172.03,100,107,113
412449.8965394887,4265839.531991417,2172.01,10,18,29
412451.0301936796,4265840.088875618,2172.07,14,21,37
412452.1562738203,4265840.669237258,2172.04,2,10,29
412453.2979274552,4265841.241630694,2172.05,41,47,63
412454.4631543434,4265841.821564936,2172.06,26,36,45
412455.5892339843,4265842.401926922,2172.01,73,87,90
412456.7228873568,4265842.958811706,2172.02,70,80,92
412457.841052082,4265843.531462177,2172.02,67,75,88
412458.982534545,4265844.088261675,2172.01,70,78,89
412460.1321017663,4265844.6683675535,2171.99,73,79,95
412461.2503511659,4265845.248815626,2171.99,90,96,112
412462.39200347086,4265845.821209997,2171.97,87,93,109
412463.533485279,4265846.378009967,2171.97,84,90,106
412462.9016082698,4265847.3128961,2172.01,84,90,106
412461.7521268008,4265846.7405872885,2172.02,85,91,107
412460.618303989,4265846.16810756,2172.02,81,87,103
412459.49248076195,4265845.611136943,2172.06,85,93,106
412458.34291362506,4265845.031031227,2172.04,85,93,106
412457.20126090484,4265844.458637363,2172.05,83,93,105
412456.0595228457,4265843.878446359,2172.04,66,75,90
412454.9180401363,4265843.321647257,2172.05,65,77,93
412453.7920457472,4265842.749082699,2172.07,70,81,99
412452.66622154653,4265842.192112778,2172.09,89,92,109
412451.5403120081,4265841.627345711,2172.1,77,84,103
412450.4065728901,4265841.062664286,2172.09,32,39,55
412449.27274843125,4265840.4901857115,2172.1,58,66,77
412448.1310943883,4265839.917792786,2172.11,83,90,100
412446.99718441593,4265839.337517177,2172.11,145,152,158
412445.83995638427,4265838.773092818,2172.08,137,142,148
412443.3619414104,4265838.441447527,2172.11,113,120,126
412444.5193400409,4265839.021466091,2172.15,129,136,146
412445.6609944821,4265839.593858577,2172.13,101,105,116
412446.78690473957,4265840.1586249815,2172.13,73,77,89
412447.93647344824,4265840.738729434,2172.13,76,82,94
412449.0781273895,4265841.311122274,2172.11,76,82,96
412450.21195174864,4265841.883600758,2172.1,84,91,109
412451.3615199517,4265842.463705565,2172.08,75,81,103
412452.50308821775,4265843.028301491,2172.1,67,78,96
412453.6526560829,4265843.608406536,2172.09,74,86,102
412454.7785651898,4265844.173173749,2172.07,76,88,104
412455.92030330654,4265844.753364552,2172.07,77,86,101
412457.0618709116,4265845.3179609515,2172.07,80,89,104
412458.2036086921,4265845.898151987,2172.05,80,87,103
412459.31385832134,4265846.463090704,2172.05,78,85,101
412460.4396814424,4265847.020061233,2172.04,85,91,107
412461.58916297083,4265847.592369839,2172.04,82,88,104
412462.7309000873,4265848.172561337,2172.01,79,85,101
412463.39990330825,4265849.919846129,2171.99,66,71,93
412462.25033707893,4265849.339740186,2172.02,77,83,99
412461.1088555936,4265848.78294061,2172.05,77,83,99
412459.9906918366,4265848.210290084,2172.04,76,83,101
412458.8806128367,4265847.660945919,2172.07,77,84,102
412457.7467899367,4265847.088466658,2172.09,85,92,108
412456.5973932191,4265846.523955817,2172.1,82,91,106
412455.4479111653,4265845.951647838,2172.09,82,91,106
412454.32191718026,4265845.379083402,2172.08,79,91,105
412453.18826396775,4265844.822199127,2172.11,79,91,107
412452.062269656,4265844.24963492,2172.1,87,97,106
412450.91270175995,4265843.66953015,2172.13,79,89,98
412449.7631336941,4265843.089425498,2172.13,82,95,103
412448.62947982847,4265842.532541692,2172.15,79,85,99
412447.48782602267,4265841.960149009,2172.15,80,86,102
412446.3382574535,4265841.380044709,2172.15,81,84,103
412445.19677368115,4265840.823246792,2172.15,87,90,109
412444.0629487949,4265840.250768928,2172.17,67,75,88
412442.9133797224,4265839.670664983,2172.17,67,75,88
412441.7875542953,4265839.113696348,2172.17,69,75,87
412440.67730236036,4265838.548759481,2172.19,69,75,87
412439.189968214,4265838.58840375,2172.22,63,69,83
412440.331623118,4265839.160795521,2172.22,71,77,91
412441.45761901746,4265839.733358485,2172.19,70,78,91
412442.60701782256,4265840.297867687,2172.19,78,86,99
412443.74084281095,4265840.870345346,2172.19,76,83,99
412444.86683821783,4265841.442908652,2172.19,74,81,97
412446.0004925129,4265841.999792013,2172.19,85,88,107
412447.1422316053,4265842.57998175,2172.17,83,88,107
412448.2917999446,4265843.160086069,2172.15,82,95,104
412449.4334535191,4265843.732478774,2172.15,85,98,107
412450.5671923361,4265844.297159868,2172.15,83,93,103
412451.6931867539,4265844.869723866,2172.13,80,90,100
412452.81918100873,4265845.442287975,2172.11,82,94,108
412453.9606635724,4265845.999086627,2172.08,79,91,105
412455.1024014941,4265846.5792771755,2172.11,88,100,114
412456.2519686598,4265847.159382318,2172.08,72,81,96
412457.40145048336,4265847.731690321,2172.07,74,83,98
412458.54301756,4265848.296286708,2172.08,73,80,98
412459.66118141427,4265848.86893703,2172.05,79,86,105
412460.80283332977,4265849.441330905,2172.06,77,83,99
412461.95239965536,4265850.021436637,2172.01,71,86,89
412463.0862218293,4265850.593916264,2171.99,68,77,94
412462.8717735739,4265851.750389904,2171.94,80,100,101
412461.70654874924,4265851.17045521,2171.97,63,84,77
412460.5807262959,4265850.613484806,2171.96,76,103,84
412459.46264791995,4265850.048631745,2172.03,52,78,67
412458.3209959875,4265849.476238103,2172.05,74,81,99
412457.20300245844,4265848.919182523,2172.07,74,83,98
412456.06126502564,4265848.338991857,2172.09,77,86,101
