-11800366.17,4655522.0,2172.07
-11800367.6,4655521.2700000005,2172.09
-11800369.03,4655520.53,2172.1
-11800370.47,4655519.79,2172.09
-11800371.91,4655519.04,2172.1
-11800373.36,4655518.29,2172.11
-11800374.8,4655517.53,2172.11
-11800377.96,4655517.09,2172.15
-11800376.51,4655517.84,2172.13
-11800375.08,4655518.58,2172.13
-11800373.620000001,4655519.34,2172.13
-11800372.17,4655520.09,2172.11
-11800370.73,4655520.84,2172.1
-11800369.27,4655521.600000001,2172.08
-11800367.82,4655522.34,2172.1
-11800366.36,4655523.100000001,2172.09
-11800364.93,4655523.84,2172.07
-11800363.48,4655524.600000001,2172.07
-11800362.03,4655525.34,2172.07
-11800359.74,4655528.37,2172.07
-11800361.18,4655527.62,2172.09
-11800362.64,4655526.88,2172.1
-11800364.1,4655526.13,2172.09
-11800365.53,4655525.38,2172.08
-11800366.97,4655524.65,2172.11
-11800368.4,4655523.9,2172.1
-11800369.86,4655523.14,2172.13
-11800371.32,4655522.38,2172.13
-11800372.76,4655521.65,2172.15
-11800374.21,4655520.9,2172.15
-11800375.67,4655520.14,2172.15
-11800377.120000001,4655519.41,2172.15
-11800378.56,4655518.66,2172.17
-11800380.02,4655517.9,2172.17
-11800381.450000001,4655517.17,2172.17
-11800382.86,4655516.43,2172.19
-11800384.76,4655516.46,2172.22
-11800383.31,4655517.21,2172.22
-11800381.88,4655517.96,2172.19
-11800380.42,4655518.7,2172.19
-11800378.98,4655519.45,2172.19
-11800377.55,4655520.2,2172.19
-11800376.11,4655520.93,2172.19
-11800374.66,4655521.69,2172.17
-11800373.200000001,4655522.45,2172.15
-11800371.75,4655523.2,2172.15
-11800370.31,4655523.94,2172.15
-11800368.88,4655524.69,2172.13
-11800367.450000001,4655525.44,2172.11
-11800366.0,4655526.17,2172.08
-11800364.55,4655526.93,2172.11
-11800363.09,4655527.69,2172.08
-11800361.63,4655528.44,2172.07
-11800360.18,4655529.18,2172.08
-11800358.76,4655529.93,2172.05
-11800357.61,4655532.18,2171.96
-11800358.06,4655530.99,2180.4
-11800358.24,4655531.07,2178.82
-11800359.03,4655531.44,2172.03
-11800359.39,4655530.21,2181.29
-11800360.48,4655530.69,2172.05
-11800361.9,4655529.96,2172.07
-11800363.35,4655529.2,2172.09
-11800364.8,4655528.47,2172.11
-11800366.26,4655527.72,2172.11
-11800367.700000001,4655526.96,2172.13
-11800369.13,4655526.24,2172.13
-11800370.58,4655525.48,2172.17
-11800372.06,4655524.72,2172.17
-11800373.5,4655523.96,2172.17
-11800374.92,4655523.24,2172.19
-11800376.370000001,4655522.48,2172.17
-11800377.83,4655521.75,2172.21
-11800379.27,4655521.01,2172.21
-11800380.700000001,4655520.26,2172.22
-11800382.14,4655519.5200000005,2172.24
-11800383.61,4655518.7700000005,2172.25
-11800385.06,4655518.01,2172.25
-11800386.51,4655517.28,2172.27
-11800388.790000001,4655517.26,2172.3
-11800387.32,4655518.0200000005,2172.3
-11800385.86,4655518.78,2172.29
-11800384.41,4655519.53,2172.29
-11800382.99,4655520.2700000005,2172.27
-11800381.55,4655521.01,2172.25
-11800380.09,4655521.7700000005,2172.23
-11800378.63,4655522.51,2172.21
-11800377.200000001,4655523.2700000005,2172.23
-11800375.75,4655524.03,2172.19
-11800374.3,4655524.7700000005,2172.19
-11800372.85,4655525.5200000005,2172.19
-11800371.4,4655526.2700000005,2172.17
-11800369.98,4655526.99,2172.15
-11800368.56,4655527.75,2172.11
-11800367.11,4655528.49,2172.13
-11800365.68,4655529.23,2172.09
-11800364.22,4655529.99,2172.07
-11800362.78,4655530.73,2172.06
-11800360.9,4655531.29,2175.77
-11800361.33,4655531.49,2172.01
-11800358.73,4655531.7,2181.85
-11800357.44,4655532.51,2180.73
-11800356.98,4655533.75,2171.99
-11800355.71,4655536.0600000005,2171.84
-11800355.84,4655534.68,2183.25
-11800356.13,4655534.82,2180.73
-11800357.25,4655533.91,2183.53
-11800357.57,4655534.07,2180.8
-11800358.57,4655533.14,2184.54
-11800358.76,4655533.23,2182.85
-11800358.950000001,4655533.3,2181.23
-11800360.040000001,4655532.42,2184.26
-11800361.57,4655531.72,2183.42
-11800362.25,4655532.0200000005,2177.77
-11800362.93,4655532.32,2172.02
-11800362.86,4655530.94,2184.4
-11800364.36,4655531.59,2171.99
-11800364.78,4655530.4,2180.44
-11800366.200000001,4655529.64,2180.71
-11800366.44,4655529.74,2178.8
-11800367.26,4655530.08,2172.07
-11800368.68,4655529.350000001,2172.13
-11800369.290000001,4655528.26,2178.83
-11800370.11,4655528.59,2172.15
-11800371.56,4655527.850000001,2172.17
-11800373.0,4655527.12,2172.21
-11800374.43,4655526.37,2172.19
-11800375.88,4655525.64,2172.21
-11800377.32,4655524.88,2172.23
-11800378.78,4655524.13,2172.25
-11800380.24,4655523.39,2172.25
-11800381.67,4655522.64,2172.28
-11800383.11,4655521.91,2172.28
-11800384.56,4655521.16,2172.27
-11800386.03,4655520.4,2172.3
-11800387.48,4655519.64,2172.3
-11800388.92,4655518.9,2172.33
-11800390.35,4655518.16,2172.35
-11800391.78,4655517.44,2172.33
-11800392.9,4655517.8100000005,2172.38
-11800391.44,4655518.58,2172.36
-11800389.99,4655519.33,2172.35
-11800388.540000001,4655520.08,2172.33
-11800387.08,4655520.84,2172.31
-11800385.65,4655521.58,2172.29
-11800384.19,4655522.33,2172.31
-11800382.72,4655523.09,2172.29
-11800381.3,4655523.82,2172.28
-11800379.84,4655524.58,2172.26
-11800378.39,4655525.33,2172.23
-11800376.96,4655526.08,2172.22
-11800375.540000001,4655526.8100000005,2172.22
-11800374.08,4655527.57,2172.19
-11800372.63,4655528.32,2172.17
-11800370.56,4655528.8,2177.26
-11800371.21,4655529.0600000005,2172.11
-11800368.99,4655529.5,2178.36
-11800369.76,4655529.8100000005,2172.11
-11800367.120000001,4655530.0600000005,2181.94
-11800367.63,4655530.2700000005,2177.78
-11800368.32,4655530.5600000005,2172.11
-11800365.85,4655530.88,2180.36
-11800366.86,4655531.32,2172.03
-11800364.08,4655531.49,2183.1
-11800364.26,4655531.5600000005,2181.57
-11800364.450000001,4655531.64,2180.03
-11800362.53,4655532.17,2184.17
-11800363.39,4655532.54,2177.04
-11800363.98,4655532.8,2172.02
-11800360.950000001,4655532.84,2185.33
-11800359.73,4655533.68,2183.55
-11800360.13,4655533.87,2180.13
-11800360.8,4655534.17,2174.44
-11800358.25,4655534.41,2183.86
-11800358.540000001,4655534.54,2181.29
-11800356.85,4655535.19,2183.42
-11800355.38,4655535.91,2183.82
-11800355.67,4655536.04,2181.26
-11800355.290000001,4655537.3100000005,2171.78
-11800355.25,4655539.05,2172.11
-11800355.38,4655537.65,2183.69
-11800356.19,4655538.04,2176.69
-11800356.72,4655536.850000001,2184.7
-11800357.17,4655537.07,2180.8
-11800358.21,4655537.57,2171.81
-11800358.19,4655536.15,2184.19
-11800358.32,4655536.22,2183.06
-11800358.540000001,4655536.3100000005,2181.17
-11800359.72,4655535.49,2183.25
-11800360.64,4655535.91,2175.32
-11800361.06,4655534.7,2184.05
-11800361.28,4655534.8,2182.15
-11800362.66,4655534.04,2182.56
-11800363.27,4655534.32,2177.44
-11800363.540000001,4655534.43,2175.21
-11800364.6,4655533.5,2178.6
-11800365.33,4655532.46,2184.44
-11800365.65,4655532.59,2181.79
-11800367.02,4655531.83,2182.24
-11800367.17,4655531.9,2180.94
-11800367.34,4655531.98,2179.63
-11800368.52,4655531.12,2181.88
-11800369.08,4655531.34,2177.23
-11800369.33,4655531.43,2175.26
-11800369.73,4655531.61,2172.05
-11800369.8,4655530.3,2183.11
-11800371.15,4655529.54,2183.81
-11800371.48,4655529.68,2181.1
-11800371.950000001,4655529.850000001,2177.31
-11800372.61,4655530.11,2172.09
-11800372.61,4655528.83,2183.5
-11800372.72,4655528.87,2182.59
